ID_Ticket,ID_Empresa,ID_Tecnico,Fecha_Solicitud,Fecha_Resolucion,Tipo_Servicio,Horas_Facturadas,Costo_Repuestos_USD,Tiempo_Resolucion_Horas,Ingreso_Total_USD,Nombre_Empresa,Tamano_Flota,Tipo_Contrato,Fecha_Alta,Nombre_Tecnico,Especialidad,Seniority
TK-136773,6447,319,2024-10-21 17:36:21,2024-10-25 19:36:21,Correctivo Mecanico,11.4,527.58,98.0,1154.58,Gonzalez PLC,10,Suscripcion,2024-10-18,Victoria Federico Arias,Software,Semi-Senior
TK-136774,2124,288,2026-03-18 14:19:48,2026-03-19 20:19:48,Preventivo,1.6,102.46,30.0,190.45999999999998,"Diaz, Diaz and Aguero",50,Pay-per-use,2024-10-03,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-136775,4043,795,2024-08-13 09:10:04,2024-08-14 17:10:04,Preventivo,2.2,85.55,32.0,206.55,"Nuñez, Alvarez and Ramos",10,Pay-per-use,2024-08-12,Valentino Cardozo Ramirez,Mecanica General,Junior
TK-136776,1964,701,2025-02-12 17:18:36,2025-02-12 20:18:36,Preventivo,1.2,136.47,3.0,202.47,Rodriguez Inc,50,Suscripcion,2024-10-06,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-136777,8489,780,2025-08-08 05:05:23,2025-08-09 07:05:23,Preventivo,1.3,121.23,26.0,192.73000000000002,Gomez Group,25,Suscripcion,2025-11-24,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-136778,7333,349,2025-06-03 21:51:40,2025-06-05 01:51:40,Preventivo,1.5,91.11,28.0,173.61,Martinez-Roldan,50,Suscripcion,2025-12-03,Sr(a). Nicolas Romero,Software,Senior
TK-136779,5397,407,2025-02-21 06:04:17,2025-02-22 09:04:17,Correctivo Software,10.5,248.23,27.0,825.73,Roldan-Rivero,10,Suscripcion,2023-09-23,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-136780,3580,701,2025-04-29 19:01:17,2025-04-30 03:01:17,Preventivo,3.0,138.01,8.0,303.01,"Vega, Quiroga and Lopez",25,Pay-per-use,2024-11-23,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-136781,6482,323,2025-11-12 14:58:19,2025-11-13 16:58:19,Preventivo,1.1,111.9,26.0,172.4,Romero PLC,50,Pay-per-use,2026-03-30,Santino Rivero,Alta Tension,Junior
TK-136782,2545,607,2026-04-25 04:25:51,2026-04-26 08:25:51,Preventivo,2.6,136.21,28.0,279.21000000000004,Dominguez LLC,50,Suscripcion,2025-02-28,Sr(a). Franco Perez,Alta Tension,Junior
TK-136783,4012,131,2024-09-14 08:06:20,2024-09-14 12:06:20,Preventivo,1.7,142.39,4.0,235.89,"Herrera, Roldan and Garcia",10,Pay-per-use,2023-12-22,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-136784,7807,998,2025-08-23 01:39:28,2025-08-24 07:39:28,Preventivo,1.3,73.22,30.0,144.72,Diaz PLC,100,Suscripcion,2024-11-30,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-136785,7026,780,2026-04-19 18:13:52,2026-04-19 20:13:52,Preventivo,1.6,76.32,2.0,164.32,"Leiva, Velazquez and Medina",10,Suscripcion,2024-07-22,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-136786,9669,747,2025-11-10 04:51:16,2025-11-10 10:51:16,Preventivo,2.4,57.63,6.0,189.63,Valdez-Guzman,10,Pay-per-use,2023-05-29,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-136787,2496,990,2025-10-14 20:09:04,2025-10-15 21:09:04,Preventivo,1.3,114.49,25.0,185.99,Soto PLC,10,Suscripcion,2025-11-09,Juan Pablo Arias,Mecanica General,Semi-Senior
TK-136788,6085,607,2024-09-04 08:17:17,2024-09-05 12:17:17,Preventivo,1.3,97.82,28.0,169.32,Acosta-Rodriguez,10,Pay-per-use,2024-07-30,Sr(a). Franco Perez,Alta Tension,Junior
TK-136789,6315,675,2025-10-09 13:08:13,2025-10-14 18:08:13,Correctivo Mecanico,5.3,793.77,125.0,1085.27,Gonzalez-Ramirez,50,Suscripcion,2023-09-20,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-136790,5477,396,2025-04-19 01:19:39,2025-04-19 08:19:39,Preventivo,2.6,99.29,7.0,242.29000000000002,"Coronel, Ayala and Sosa",10,Suscripcion,2024-02-17,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-136791,2503,828,2024-11-10 07:31:55,2024-11-10 14:31:55,Preventivo,1.2,146.41,7.0,212.41,"Pereyra, Torres and Acosta",25,Suscripcion,2024-01-11,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-136792,6511,607,2024-08-02 01:39:49,2024-08-07 08:39:49,Correctivo Software,5.2,1440.21,127.0,1726.21,"Rivero, Rojas and Vega",10,Suscripcion,2024-08-19,Sr(a). Franco Perez,Alta Tension,Junior
TK-136793,2545,763,2025-06-12 07:38:39,2025-06-13 13:38:39,Correctivo Mecanico,4.8,904.8,30.0,1168.8,Dominguez LLC,50,Suscripcion,2025-02-28,Agostina Lopez Velazquez,Mecanica General,Senior
TK-136794,2530,207,2025-03-14 13:48:04,2025-03-15 20:48:04,Preventivo,1.3,100.5,31.0,172.0,Carrizo and Sons,100,Pay-per-use,2024-03-16,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-136795,5712,160,2025-07-21 13:20:12,2025-07-21 21:20:12,Preventivo,2.8,92.53,8.0,246.53,"Molina, Rodriguez and Leiva",200,Suscripcion,2025-11-09,Mateo Ezequiel Juan Ignacio Aguero Martinez,Mecanica General,Junior
TK-136796,5291,422,2026-01-04 03:12:55,2026-01-06 08:12:55,Correctivo Mecanico,7.3,1138.23,53.0,1539.73,Villalba PLC,25,Suscripcion,2025-03-06,Ana Paula Guzman,Mecanica General,Junior
TK-136797,1372,301,2025-12-11 01:37:53,2025-12-16 06:37:53,Correctivo Mecanico,5.2,310.06,125.0,596.06,Medina-Muñoz,10,Suscripcion,2025-02-28,Juan Ignacio Carrizo,Software,Semi-Senior
TK-136798,7697,468,2024-10-21 18:48:42,2024-10-22 02:48:42,Preventivo,1.9,124.46,8.0,228.95999999999998,Peralta-Rodriguez,10,Suscripcion,2026-01-16,Sr(a). Santino Martinez,Mecanica General,Senior
TK-136799,1897,762,2025-11-15 22:13:59,2025-11-17 05:13:59,Preventivo,2.5,120.3,31.0,257.8,Diaz and Sons,25,Suscripcion,2023-12-11,Nahiara Romero,Alta Tension,Senior
TK-136800,7653,349,2024-06-11 06:00:40,2024-06-16 13:00:40,Correctivo Software,6.4,1104.28,127.0,1456.28,Acosta-Ledesma,10,Pay-per-use,2024-01-12,Sr(a). Nicolas Romero,Software,Senior
TK-136801,3295,650,2024-08-27 02:44:45,2024-08-30 06:44:45,Correctivo Mecanico,5.0,648.7,76.0,923.7,"Toledo, Martinez and Avila",10,Suscripcion,2025-10-22,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-136802,6155,915,2025-07-25 17:31:35,2025-07-25 21:31:35,Preventivo,1.6,75.09,4.0,163.09,Ferreyra Group,10,Pay-per-use,2026-02-03,Santino Gomez,Mecanica General,Junior
TK-136803,8033,607,2026-02-16 12:12:27,2026-02-17 14:12:27,Preventivo,1.0,137.02,26.0,192.02,"Ruiz, Godoy and Garcia",25,Suscripcion,2025-01-30,Sr(a). Franco Perez,Alta Tension,Junior
TK-136804,8726,311,2024-07-20 20:23:29,2024-07-22 01:23:29,Preventivo,1.9,138.96,29.0,243.46,"Ojeda, Vega and Gutierrez",10,Pay-per-use,2025-09-29,Luciana Franco Rojas,Mecanica General,Junior
TK-136805,4777,763,2025-01-25 08:37:09,2025-01-26 16:37:09,Preventivo,2.7,112.72,32.0,261.22,Muñoz LLC,25,Suscripcion,2023-11-13,Agostina Lopez Velazquez,Mecanica General,Senior
TK-136806,3060,601,2025-07-21 06:49:05,2025-07-26 09:49:05,Correctivo Software,3.1,860.79,123.0,1031.29,Dominguez PLC,10,Suscripcion,2024-01-23,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-136807,1298,828,2025-02-22 23:46:38,2025-02-24 07:46:38,Preventivo,2.5,116.01,32.0,253.51,Sanchez-Duarte,25,Pay-per-use,2024-10-23,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-136808,9683,349,2026-04-28 21:21:11,2026-05-03 01:21:11,Correctivo Software,8.9,1256.95,100.0,1746.45,Alvarez LLC,50,Suscripcion,2024-03-22,Sr(a). Nicolas Romero,Software,Senior
TK-136809,8846,407,2025-11-11 16:38:42,2025-11-12 00:38:42,Preventivo,1.7,121.97,8.0,215.47,Ledesma Ltd,10,Pay-per-use,2024-03-24,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-136810,9617,701,2025-10-09 00:52:43,2025-10-09 03:52:43,Preventivo,1.3,117.58,3.0,189.07999999999998,Gonzalez-Fernandez,200,Pay-per-use,2026-02-22,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-136811,8639,827,2025-01-04 06:56:10,2025-01-05 10:56:10,Preventivo,2.8,103.54,28.0,257.54,"Moreno, Sanchez and Sosa",10,Suscripcion,2025-06-22,Pilar Rodriguez,Mecanica General,Senior
TK-136812,9159,607,2025-09-24 00:03:35,2025-09-26 07:03:35,Correctivo Mecanico,6.8,679.84,55.0,1053.8400000000001,"Molina, Moreno and Sanchez",10,Pay-per-use,2024-05-26,Sr(a). Franco Perez,Alta Tension,Junior
TK-136813,5136,710,2024-09-17 01:32:43,2024-09-17 07:32:43,Preventivo,2.6,86.15,6.0,229.15,Gomez-Rodriguez,10,Suscripcion,2025-06-13,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-136814,7201,407,2026-02-10 02:57:35,2026-02-15 08:57:35,Correctivo Mecanico,11.5,247.63,126.0,880.13,Molina Ltd,10,Suscripcion,2025-12-27,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-136815,5288,396,2024-11-05 01:39:04,2024-11-06 05:39:04,Correctivo Mecanico,6.2,1413.32,28.0,1754.32,Vega-Diaz,10,Suscripcion,2025-12-17,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-136816,5450,468,2024-11-04 23:14:13,2024-11-06 04:14:13,Preventivo,1.2,58.65,29.0,124.65,Gomez Ltd,10,Suscripcion,2025-11-08,Sr(a). Santino Martinez,Mecanica General,Senior
TK-136817,6807,311,2024-09-25 21:33:07,2024-09-27 22:33:07,Correctivo Mecanico,5.3,383.26,49.0,674.76,Arias-Rodriguez,200,Suscripcion,2025-01-31,Luciana Franco Rojas,Mecanica General,Junior
TK-136818,2204,131,2025-01-01 00:23:02,2025-01-02 02:23:02,Preventivo,1.9,84.58,26.0,189.07999999999998,Gimenez-Coronel,10,Pay-per-use,2024-07-19,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-136819,6411,998,2024-07-22 04:51:52,2024-07-25 07:51:52,Correctivo Mecanico,11.6,361.95,75.0,999.95,"Rodriguez, Acosta and Torres",25,Suscripcion,2025-08-21,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-136820,2946,701,2025-02-28 21:56:44,2025-02-28 22:56:44,Preventivo,2.9,124.98,1.0,284.48,Bravo Group,10,Pay-per-use,2024-12-11,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-136821,3198,245,2026-03-07 16:05:27,2026-03-07 19:05:27,Preventivo,2.9,144.92,3.0,304.41999999999996,"Herrera, Lopez and Gomez",25,Pay-per-use,2024-01-19,Josefina Facundo Diaz Suarez,Mecanica General,Junior
TK-136822,5331,587,2025-12-05 21:38:40,2025-12-09 04:38:40,Correctivo Mecanico,10.5,1404.92,79.0,1982.42,"Suarez, Campos and Garcia",10,Pay-per-use,2024-08-17,Simon Quiroga Sanchez,Mecanica General,Senior
TK-136823,9938,342,2025-02-26 12:46:23,2025-02-26 20:46:23,Preventivo,2.8,67.36,8.0,221.36,Miranda PLC,100,Suscripcion,2025-09-16,Nina Salvador Sosa,Software,Semi-Senior
TK-136824,2768,998,2024-07-05 12:07:08,2024-07-10 17:07:08,Correctivo Software,10.9,1447.42,125.0,2046.92,Vera-Acosta,50,Suscripcion,2023-09-14,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-136825,9830,711,2025-07-14 02:56:16,2025-07-17 05:56:16,Correctivo Software,11.7,446.82,75.0,1090.32,Cardozo-Flores,10,Suscripcion,2025-11-03,Sr(a). Juan Cruz Vega,Software,Senior
TK-136826,3073,675,2025-02-06 10:10:14,2025-02-07 18:10:14,Preventivo,2.8,116.57,32.0,270.57,Gonzalez-Rodriguez,10,Suscripcion,2024-08-07,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-136827,2524,301,2025-09-11 19:18:46,2025-09-13 02:18:46,Preventivo,2.2,141.2,31.0,262.2,Diaz-Ledesma,10,Suscripcion,2024-08-29,Juan Ignacio Carrizo,Software,Semi-Senior
TK-136828,8428,301,2025-12-07 19:50:26,2025-12-09 03:50:26,Correctivo Mecanico,9.9,1200.05,32.0,1744.55,"Miranda, Lopez and Sosa",10,Suscripcion,2026-03-18,Juan Ignacio Carrizo,Software,Semi-Senior
TK-136829,3050,701,2024-11-26 10:40:36,2024-11-29 18:40:36,Correctivo Software,3.7,398.88,80.0,602.38,"Sanchez, Rojas and Gimenez",10,Suscripcion,2024-01-28,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-136830,7001,327,2025-07-04 10:55:36,2025-07-04 11:55:36,Preventivo,2.0,96.95,1.0,206.95,Alvarez-Ortiz,25,Suscripcion,2025-12-06,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-136831,4853,422,2024-11-21 02:58:22,2024-11-22 06:58:22,Correctivo Software,7.2,1037.42,28.0,1433.42,Gomez-Paez,100,Suscripcion,2024-05-28,Ana Paula Guzman,Mecanica General,Junior
TK-136832,3683,887,2025-08-08 19:44:16,2025-08-11 02:44:16,Correctivo Software,9.4,743.65,55.0,1260.65,Gomez-Gonzalez,25,Suscripcion,2024-09-07,Lola Cardozo Ledesma,Alta Tension,Junior
TK-136833,9138,407,2025-04-14 03:28:50,2025-04-15 10:28:50,Preventivo,2.7,139.92,31.0,288.41999999999996,Ramos-Martinez,10,Pay-per-use,2024-11-09,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-136834,7226,311,2026-01-22 01:20:30,2026-01-25 06:20:30,Correctivo Mecanico,5.6,681.55,77.0,989.55,Morales-Paez,10,Pay-per-use,2025-06-08,Luciana Franco Rojas,Mecanica General,Junior
TK-136835,5708,915,2025-03-11 03:00:12,2025-03-11 08:00:12,Preventivo,1.9,129.39,5.0,233.89,Cardozo Group,50,Suscripcion,2023-10-11,Santino Gomez,Mecanica General,Junior
TK-136836,4164,327,2024-05-31 13:08:08,2024-06-05 21:08:08,Correctivo Mecanico,4.4,635.41,128.0,877.41,Cabrera Ltd,25,Suscripcion,2025-01-30,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-136837,9866,890,2025-05-10 07:45:22,2025-05-10 11:45:22,Preventivo,1.7,134.68,4.0,228.18,Maidana Inc,10,Suscripcion,2025-05-14,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-136838,7149,109,2026-04-20 01:07:41,2026-04-21 08:07:41,Preventivo,1.5,75.88,31.0,158.38,Acuña-Diaz,100,Pay-per-use,2025-11-16,Valentino Maldonado,Mecanica General,Semi-Senior
TK-136839,6120,160,2024-10-20 22:48:10,2024-10-22 06:48:10,Correctivo Mecanico,7.1,1035.9,32.0,1426.4,"Perez, Moyano and Castillo",25,Pay-per-use,2025-05-17,Mateo Ezequiel Juan Ignacio Aguero Martinez,Mecanica General,Junior
TK-136840,4467,887,2024-12-31 20:45:09,2025-01-01 21:45:09,Preventivo,2.4,106.57,25.0,238.57,Romero-Coronel,200,Suscripcion,2024-12-20,Lola Cardozo Ledesma,Alta Tension,Junior
TK-136841,3492,747,2024-12-25 10:53:02,2024-12-28 18:53:02,Correctivo Mecanico,2.8,694.98,80.0,848.98,Soto-Fernandez,25,Suscripcion,2025-11-13,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-136842,8848,456,2026-01-20 04:49:46,2026-01-21 08:49:46,Correctivo Software,8.2,1353.1,28.0,1804.1,Lopez-Ruiz,10,Pay-per-use,2024-09-18,Simon Toledo Ramos,Mecanica General,Semi-Senior
TK-136843,7154,933,2025-03-07 10:15:38,2025-03-07 11:15:38,Preventivo,2.8,123.38,1.0,277.38,Castillo Ltd,10,Pay-per-use,2025-08-26,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-136844,1424,347,2026-03-01 11:22:53,2026-03-02 18:22:53,Preventivo,1.5,95.87,31.0,178.37,"Lopez, Gutierrez and Avila",10,Suscripcion,2023-11-10,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-136845,5678,536,2025-05-13 17:23:07,2025-05-16 00:23:07,Correctivo Mecanico,3.3,1039.27,55.0,1220.77,"Avila, Aguirre and Gomez",10,Suscripcion,2023-09-04,Francisco Ruiz,Alta Tension,Semi-Senior
TK-136846,5889,967,2025-11-14 15:26:56,2025-11-15 19:26:56,Preventivo,1.2,96.84,28.0,162.84,"Gimenez, Diaz and Torres",100,Pay-per-use,2024-01-17,Sebastian Medina Dominguez,Mecanica General,Junior
TK-136847,1710,762,2024-11-26 16:36:59,2024-12-01 00:36:59,Correctivo Software,8.2,1217.76,104.0,1668.76,"Vargas, Aguero and Pereyra",10,Suscripcion,2025-04-22,Nahiara Romero,Alta Tension,Senior
TK-136848,9540,712,2025-03-10 21:41:27,2025-03-12 04:41:27,Preventivo,2.8,92.01,31.0,246.01,Ramirez LLC,10,Suscripcion,2023-08-14,Clara Rojas,Mecanica General,Semi-Senior
TK-136849,6555,887,2024-09-27 04:02:33,2024-09-28 11:02:33,Correctivo Mecanico,5.2,1108.22,31.0,1394.22,"Acuña, Navarro and Diaz",25,Suscripcion,2025-07-10,Lola Cardozo Ledesma,Alta Tension,Junior
TK-136850,7396,998,2025-11-28 17:32:13,2025-11-28 23:32:13,Preventivo,2.3,105.16,6.0,231.65999999999997,Blanco-Caceres,50,Suscripcion,2024-07-28,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-136851,7797,301,2024-08-15 22:48:20,2024-08-17 01:48:20,Preventivo,1.5,80.37,27.0,162.87,Ruiz LLC,10,Suscripcion,2024-05-12,Juan Ignacio Carrizo,Software,Semi-Senior
TK-136852,5951,311,2025-02-05 04:40:10,2025-02-05 07:40:10,Preventivo,1.5,64.45,3.0,146.95,"Ramirez, Fernandez and Leiva",10,Suscripcion,2024-08-26,Luciana Franco Rojas,Mecanica General,Junior
TK-136853,3050,656,2025-12-11 01:05:46,2025-12-11 03:05:46,Preventivo,1.9,62.05,2.0,166.55,"Sanchez, Rojas and Gimenez",10,Suscripcion,2024-01-28,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-136854,8430,456,2025-09-15 23:14:37,2025-09-16 01:14:37,Preventivo,2.0,64.21,2.0,174.20999999999998,Ramirez-Gomez,10,Pay-per-use,2025-03-04,Simon Toledo Ramos,Mecanica General,Semi-Senior
TK-136855,4972,319,2025-07-31 10:51:28,2025-08-03 12:51:28,Correctivo Mecanico,6.9,249.18,74.0,628.6800000000001,Carrizo PLC,10,Pay-per-use,2024-04-26,Victoria Federico Arias,Software,Semi-Senior
TK-136856,8478,456,2025-02-14 00:25:44,2025-02-15 07:25:44,Preventivo,1.5,118.0,31.0,200.5,Figueroa Ltd,10,Suscripcion,2025-08-14,Simon Toledo Ramos,Mecanica General,Semi-Senior
TK-136857,2680,710,2025-07-10 01:36:50,2025-07-11 05:36:50,Preventivo,2.9,68.18,28.0,227.68,"Farias, Roldan and Garcia",10,Suscripcion,2024-01-16,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-136858,2647,827,2024-12-19 01:59:48,2024-12-19 04:59:48,Preventivo,3.0,68.72,3.0,233.72,"Vazquez, Gonzalez and Molina",25,Pay-per-use,2024-01-12,Pilar Rodriguez,Mecanica General,Senior
TK-136859,7846,587,2025-09-30 00:52:49,2025-10-02 03:52:49,Correctivo Mecanico,7.0,353.94,51.0,738.94,Maidana Inc,100,Suscripcion,2025-01-17,Simon Quiroga Sanchez,Mecanica General,Senior
TK-136860,9586,675,2024-07-15 21:08:23,2024-07-19 23:08:23,Correctivo Mecanico,10.5,1410.65,98.0,1988.15,"Cabrera, Torres and Avila",100,Suscripcion,2025-01-02,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-136861,6277,319,2026-04-28 17:50:18,2026-04-29 19:50:18,Preventivo,1.2,84.17,26.0,150.17000000000002,"Fernandez, Fernandez and Rios",200,Suscripcion,2025-11-06,Victoria Federico Arias,Software,Semi-Senior
TK-136862,8147,890,2025-09-12 00:35:02,2025-09-14 05:35:02,Correctivo Software,2.6,900.68,53.0,1043.6799999999998,Medina Inc,200,Suscripcion,2024-09-09,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-136863,5775,323,2025-05-26 05:45:44,2025-05-28 10:45:44,Correctivo Software,9.4,549.0,53.0,1066.0,"Ledesma, Aguirre and Silva",50,Pay-per-use,2024-05-22,Santino Rivero,Alta Tension,Junior
TK-136864,7455,890,2024-12-06 21:18:54,2024-12-07 03:18:54,Preventivo,1.6,76.85,6.0,164.85,"Ortiz, Gonzalez and Moreno",10,Suscripcion,2023-12-08,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-136865,8550,762,2025-12-09 06:28:02,2025-12-14 12:28:02,Correctivo Mecanico,11.0,1267.5,126.0,1872.5,Ponce LLC,25,Suscripcion,2024-01-29,Nahiara Romero,Alta Tension,Senior
TK-136866,1962,762,2026-05-06 18:05:21,2026-05-08 01:05:21,Preventivo,2.1,79.46,31.0,194.95999999999998,"Gonzalez, Farias and Leiva",50,Suscripcion,2026-03-15,Nahiara Romero,Alta Tension,Senior
TK-136867,5933,712,2026-04-30 02:50:32,2026-05-02 09:50:32,Correctivo Software,3.9,1090.54,55.0,1305.04,Aguirre-Rodriguez,25,Suscripcion,2025-03-17,Clara Rojas,Mecanica General,Semi-Senior
TK-136868,6155,650,2026-05-04 13:49:45,2026-05-05 15:49:45,Correctivo Mecanico,4.2,970.78,26.0,1201.78,Ferreyra Group,10,Pay-per-use,2026-02-03,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-136869,1601,763,2025-08-29 13:06:55,2025-09-03 15:06:55,Correctivo Software,11.0,1191.55,122.0,1796.55,Rodriguez-Perez,10,Pay-per-use,2023-11-08,Agostina Lopez Velazquez,Mecanica General,Senior
TK-136870,5351,724,2024-08-10 04:21:13,2024-08-11 09:21:13,Preventivo,1.6,112.91,29.0,200.91,Fernandez-Moreno,10,Suscripcion,2025-04-21,Mateo Fernandez,Alta Tension,Senior
TK-136871,3198,349,2025-04-07 19:15:42,2025-04-08 22:15:42,Preventivo,1.5,135.42,27.0,217.92,"Herrera, Lopez and Gomez",25,Pay-per-use,2024-01-19,Sr(a). Nicolas Romero,Software,Senior
TK-136872,9094,607,2024-07-01 08:45:01,2024-07-04 10:45:01,Correctivo Mecanico,4.3,273.95,74.0,510.45,Sosa PLC,200,Pay-per-use,2024-12-05,Sr(a). Franco Perez,Alta Tension,Junior
TK-136873,6003,349,2025-04-21 04:59:12,2025-04-25 07:59:12,Correctivo Mecanico,8.8,1246.43,99.0,1730.43,"Rios, Cabrera and Villalba",25,Suscripcion,2024-03-29,Sr(a). Nicolas Romero,Software,Senior
TK-136874,1274,967,2024-05-15 05:08:02,2024-05-20 08:08:02,Correctivo Mecanico,8.8,1252.89,123.0,1736.89,"Muñoz, Rojas and Garcia",10,Suscripcion,2025-06-30,Sebastian Medina Dominguez,Mecanica General,Junior
TK-136875,4120,998,2025-01-29 10:21:46,2025-01-31 12:21:46,Correctivo Software,7.3,577.38,50.0,978.88,Perez Ltd,10,Suscripcion,2025-12-06,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-136876,5477,780,2024-05-23 03:05:58,2024-05-28 05:05:58,Correctivo Mecanico,4.8,200.84,122.0,464.84000000000003,"Coronel, Ayala and Sosa",10,Suscripcion,2024-02-17,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-136877,8744,601,2024-09-15 10:06:37,2024-09-19 14:06:37,Correctivo Mecanico,11.4,837.29,100.0,1464.29,Caceres Group,50,Pay-per-use,2024-03-02,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-136878,1339,607,2026-04-10 02:06:19,2026-04-10 08:06:19,Preventivo,1.9,101.13,6.0,205.63,"Paz, Silva and Coronel",25,Pay-per-use,2024-02-08,Sr(a). Franco Perez,Alta Tension,Junior
TK-136879,8406,422,2024-09-18 13:06:07,2024-09-18 18:06:07,Preventivo,2.4,144.53,5.0,276.53,Mendoza Group,10,Pay-per-use,2023-09-25,Ana Paula Guzman,Mecanica General,Junior
TK-136880,7576,710,2024-07-11 16:19:04,2024-07-12 21:19:04,Preventivo,2.0,82.91,29.0,192.91,"Gonzalez, Gonzalez and Vera",25,Suscripcion,2025-05-16,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-136881,4394,342,2025-06-15 20:57:11,2025-06-17 00:57:11,Correctivo Mecanico,4.3,1286.87,28.0,1523.37,"Fernandez, Paz and Paz",10,Pay-per-use,2023-09-08,Nina Salvador Sosa,Software,Semi-Senior
TK-136882,7333,272,2025-10-10 23:46:20,2025-10-12 05:46:20,Preventivo,2.8,57.93,30.0,211.93,Martinez-Roldan,50,Suscripcion,2025-12-03,Tiziano Ramos,Software,Semi-Senior
TK-136883,1710,701,2024-07-24 23:28:19,2024-07-26 06:28:19,Preventivo,3.0,104.08,31.0,269.08,"Vargas, Aguero and Pereyra",10,Suscripcion,2025-04-22,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-136884,2099,396,2025-03-23 02:36:28,2025-03-24 03:36:28,Preventivo,1.1,75.3,25.0,135.8,Rivero Inc,10,Suscripcion,2025-03-12,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-136885,8478,288,2025-07-25 10:14:28,2025-07-29 14:14:28,Correctivo Software,5.5,548.0,100.0,850.5,Figueroa Ltd,10,Suscripcion,2025-08-14,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-136886,5397,691,2025-07-15 12:53:14,2025-07-16 16:53:14,Preventivo,2.8,64.7,28.0,218.7,Roldan-Rivero,10,Suscripcion,2023-09-23,Juan Rojas Torres,Alta Tension,Junior
TK-136887,4920,915,2024-07-07 16:55:29,2024-07-08 17:55:29,Preventivo,1.3,145.49,25.0,216.99,"Fernandez, Molina and Molina",25,Suscripcion,2023-10-03,Santino Gomez,Mecanica General,Junior
TK-136888,7825,675,2025-09-26 07:56:11,2025-09-26 15:56:11,Preventivo,1.6,59.34,8.0,147.34,Dominguez Inc,50,Pay-per-use,2025-08-02,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-136889,9282,915,2026-02-19 19:40:19,2026-02-20 03:40:19,Preventivo,2.1,102.41,8.0,217.91,"Flores, Arias and Gomez",10,Pay-per-use,2026-02-22,Santino Gomez,Mecanica General,Junior
TK-136890,3060,323,2024-12-21 14:27:57,2024-12-21 22:27:57,Preventivo,2.8,92.73,8.0,246.73000000000002,Dominguez PLC,10,Suscripcion,2024-01-23,Santino Rivero,Alta Tension,Junior
TK-136891,5933,724,2026-04-05 04:18:04,2026-04-06 07:18:04,Preventivo,1.9,80.44,27.0,184.94,Aguirre-Rodriguez,25,Suscripcion,2025-03-17,Mateo Fernandez,Alta Tension,Senior
